"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Central African Republic","CAF","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD","","","","","","","","","1","","","","","","","","",
"Central African Republic","CAF","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM","","","","","","","","","0.675806403160095","","","","","","","","",
"Central African Republic","CAF","Female to male wage ratio in the public sector (using median)","BI.WAG.PUBS.FM.MD","","","","","","","","","0.9375","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employee by wage quintile (Quintile 3)","BI.PWK.PRVS.FE.Q3.ZS","","","","","","","","","0.103160291910172","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employees","BI.PWK.PRVS.FE.ZS","","","","","","","","","0.126963511109352","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employees by occupation (Clerks)","BI.PWK.PRVS.CK.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employees by occupation (Elementary occupation)","BI.PWK.PRVS.EO.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employees by occupation (Professionals)","BI.PWK.PRVS.PN.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employees by occupation (Senior officials)","BI.PWK.PRVS.SN.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of private paid employees by occupation (Technicians)","BI.PWK.PRVS.TN.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of public paid employees by occupation (Clerks)","BI.PWK.PUBS.CK.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of public paid employees by occupation (Elementary occupation)","BI.PWK.PUBS.EO.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of public paid employees by occupation (Professionals)","BI.PWK.PUBS.PN.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of public paid employees by occupation (Senior officials)","BI.PWK.PUBS.SN.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females as a share of public paid employees by occupation (Technicians)","BI.PWK.PUBS.TN.FE.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Females, as a share of private paid employee by wage quintile (Quintile 1)","BI.PWK.PRVS.FE.Q1.ZS","","","","","","","","","0.117081746459007","","","","","","","","",
"Central African Republic","CAF","Females, as a share of private paid employee by wage quintile (Quintile 2)","BI.PWK.PRVS.FE.Q2.ZS","","","","","","","","","0.106460943818092","","","","","","","","",
"Central African Republic","CAF","Females, as a share of private paid employee by wage quintile (Quintile 4)","BI.PWK.PRVS.FE.Q4.ZS","","","","","","","","","0.189745634794235","","","","","","","","",
"Central African Republic","CAF","Females, as a share of private paid employee by wage quintile (Quintile 5)","BI.PWK.PRVS.FE.Q5.ZS","","","","","","","","","0.0875431671738625","","","","","","","","",
"Central African Republic","CAF","Females, as a share of public paid employee by wage quintile (Quintile 1)","BI.PWK.PUBS.FE.Q1.ZS","","","","","","","","","0.279313623905182","","","","","","","","",
"Central African Republic","CAF","Females, as a share of public paid employee by wage quintile (Quintile 2)","BI.PWK.PUBS.FE.Q2.ZS","","","","","","","","","0.12531678378582","","","","","","","","",
"Central African Republic","CAF","Females, as a share of public paid employee by wage quintile (Quintile 3)","BI.PWK.PUBS.FE.Q3.ZS","","","","","","","","","0.298115760087967","","","","","","","","",
"Central African Republic","CAF","Females, as a share of public paid employee by wage quintile (Quintile 4)","BI.PWK.PUBS.FE.Q4.ZS","","","","","","","","","0.2723608314991","","","","","","","","",
"Central African Republic","CAF","Females, as a share of public paid employee by wage quintile (Quintile 5)","BI.PWK.PUBS.FE.Q5.ZS","","","","","","","","","0.0683872401714325","","","","","","","","",
"Central African Republic","CAF","Females, as a share of public paid employees","BI.PWK.PUBS.FE.ZS","","","","","","","","","0.223890021443367","","","","","","","","",
"Central African Republic","CAF","Individuals with no education as a share of private paid employees","BI.PWK.PRVS.NN.ZS","","","","","","","","","0.136313647031784","","","","","","","","",
"Central African Republic","CAF","Individuals with no education as a share of public paid employees","BI.PWK.PUBS.NN.ZS","","","","","","","","","0.0793328583240509","","","","","","","","",
"Central African Republic","CAF","Individuals with primary education as a share of private paid employees","BI.PWK.PRVS.PR.ZS","","","","","","","","","0.284513026475906","","","","","","","","",
"Central African Republic","CAF","Individuals with primary education as a share of public paid employees","BI.PWK.PUBS.PR.ZS","","","","","","","","","0.100683607161045","","","","","","","","",
"Central African Republic","CAF","Individuals with secondary education as a share of private paid employees","BI.PWK.PRVS.SG.ZS","","","","","","","","","0.457631140947342","","","","","","","","",
"Central African Republic","CAF","Individuals with secondary education as a share of public paid employees","BI.PWK.PUBS.SG.ZS","","","","","","","","","0.533309102058411","","","","","","","","",
"Central African Republic","CAF","Individuals with tertiary education as a share of private paid employees","BI.PWK.PRVS.TT.ZS","","","","","","","","","0.121542192995548","","","","","","","","",
"Central African Republic","CAF","Individuals with tertiary education as a share of public paid employees","BI.PWK.PUBS.TT.ZS","","","","","","","","","0.286674439907074","","","","","","","","",
"Central African Republic","CAF","Mean age of private paid employees","BI.PWK.AGES.PV.SM","","","","","","","","","34.4871368408203","","","","","","","","",
"Central African Republic","CAF","Mean age of public paid employees","BI.PWK.AGES.PB.SM","","","","","","","","","39.8730735778809","","","","","","","","",
"Central African Republic","CAF","Median age of private paid employees","BI.PWK.AGES.PV.MD","","","","","","","","","32","","","","","","","","",
"Central African Republic","CAF","Median age of public paid employees","BI.PWK.AGES.PB.MD","","","","","","","","","39","","","","","","","","",
"Central African Republic","CAF","Number of employed individuals","BI.EMP.TOTL.NO","","","","","","","","","11102","","","","","","","","",
"Central African Republic","CAF","Number of paid employees","BI.PWK.TOTL.NO","","","","","","","","","1140","","","","","","","","",
"Central African Republic","CAF","Number of public paid employees","BI.PWK.PUBS.NO","","","","","","","","","447","","","","","","","","",
"Central African Republic","CAF","Pay compression ratio in private sector","BI.WAG.CPRS.PV.ZS","","","","","","","","","11.3999996185303","","","","","","","","",
"Central African Republic","CAF","Pay compression ratio in public sector","BI.WAG.CPRS.PB.ZS","","","","","","","","","7.5","","","","","","","","",
"Central African Republic","CAF","Proportion of total employees with tertiary education working in public sector","BI.EMP.TOTL.PB.TT.ZS","","","","","","","","","0.365084022283554","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of formal employment","BI.EMP.FRML.PB.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of paid employment","BI.EMP.PWRK.PB.ZS","","","","","","","","","0.379708409309387","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of paid employment by gender (Female)","BI.EMP.PWRK.PB.FE.ZS","","","","","","","","","0.51910799741745","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of paid employment by gender (Male)","BI.EMP.PWRK.PB.MA.ZS","","","","","","","","","0.35240849852562","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of paid employment by location (Rural)","BI.EMP.PWRK.PB.RU.ZS","","","","","","","","","0.403863608837128","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of paid employment by location (Urban)","BI.EMP.PWRK.PB.UR.ZS","","","","","","","","","0.369942903518677","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of total employment","BI.EMP.TOTL.PB.ZS","","","","","","","","","0.0370516330003738","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of total employment by gender (Female)","BI.EMP.TOTL.PB.FE.ZS","","","","","","","","","0.0166551005095243","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of total employment by gender (Male)","BI.EMP.TOTL.PB.MA.ZS","","","","","","","","","0.0574928857386112","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of total employment by location (Rural)","BI.EMP.TOTL.PB.RU.ZS","","","","","","","","","0.0179958660155535","","","","","","","","",
"Central African Republic","CAF","Public sector employment as a share of total employment by location (Urban)","BI.EMP.TOTL.PB.UR.ZS","","","","","","","","","0.0694347098469734","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium (compared to all private employees)","BI.WAG.PREM.PB.GP","","","","","","","","","0.298561096191406","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium (compared to formal wage employees)","BI.WAG.PREM.PB","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by education level: No education (compared to formal wage employees)","BI.WAG.PREM.PB.NN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by education level: Primary education (compared to formal wage employees)","BI.WAG.PREM.PB.PR","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by education level: Secondary education (compared to formal wage employees)","BI.WAG.PREM.PB.SG","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by education level: Tertiary education (compared to formal wage employees)","BI.WAG.PREM.PB.TT","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by occupation (Clerks) (compared to formal wage employees)","BI.WAG.PREM.PB.CK","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by occupation (Elementary occupation) (compared to formal wage employees)","BI.WAG.PREM.PB.EO","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by occupation (Professionals) (compared to formal wage employees)","BI.WAG.PREM.PB.PN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by occupation (Senior officials) (compared to formal wage employees)","BI.WAG.PREM.PB.SN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premium by occupation (Technicians) (compared to formal wage employees)","BI.WAG.PREM.PB.TN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Public sector wage premiums by gender (Female) (compared to all private employees) (%)","BI.WAG.PREM.PB.FE","","","","","","","","","0.265593141317368","","","","","","","","",
"Central African Republic","CAF","Public sector wage premiums by gender (Male) (compared to all private employees) (%)","BI.WAG.PREM.PB.MA","","","","","","","","","0.305391818284988","","","","","","","","",
"Central African Republic","CAF","Relative wage of Professionals in private sector (using clerk as reference)","BI.WAG.PRVS.PN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Relative wage of Professionals in public sector (using clerk as reference)","BI.WAG.PUBS.PN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Relative wage of Senior officials in private sector (using clerk as reference)","BI.WAG.PRVS.SN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Relative wage of Senior officials in public sector (using clerk as reference)","BI.WAG.PUBS.SN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Relative wage of Technicians in private sector  (using clerk as reference)","BI.WAG.PRVS.TN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Relative wage of Technicians in public sector (using clerk as reference)","BI.WAG.PUBS.TN","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Rural resident as a share of public paid employees","BI.PWK.PUBS.RU.ZS","","","","","","","","","0.306206732988358","","","","","","","","",
"Central African Republic","CAF","Rural residents as a share of private paid employees","BI.PWK.PRVS.RU.ZS","","","","","","","","","0.276681423187256","","","","","","","","",
"Central African Republic","CAF","Sample size","BI.POP.TOTL.CV","","","","","","","","","17169","","","","","","","","",
"Central African Republic","CAF","Share of private paid employees with a contract","BI.PWK.PRVS.CT.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of private paid employees with health insurance","BI.PWK.PRVS.HS.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of private paid employees with social security","BI.PWK.PRVS.SY.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of private paid employees with union membership","BI.PWK.PRVS.UM.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of public paid employees with a contract","BI.PWK.PUBS.CT.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of public paid employees with health insurance","BI.PWK.PUBS.HS.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of public paid employees with social security","BI.PWK.PUBS.SY.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Share of public paid employees with union membership","BI.PWK.PUBS.UM.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Wage bill as a percentage of GDP","BI.WAG.TOTL.GD.ZS","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Wage bill as a percentage of Public Expenditure","BI.WAG.TOTL.PB.ZS","","","","","","","","","","","","","","","","","",
"Chad","TCD","Female to male wage ratio in the private sector (using mean)","BI.WAG.PRVS.FM.SM","","","","","","","","","","","","","","","","","",
"Chad","TCD","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD","","","","","","","","","","","","","","","","","",
"Chad","TCD","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM","","","","","","","","","","","","","","","","","",
"Chad","TCD","Female to male wage ratio in the public sector (using median)","BI.WAG.PUBS.FM.MD","","","","","","","","","","","","","","","","","",
"Chad","TCD","Females as a share of private paid employee by wage quintile (Quintile 3)","BI.PWK.PRVS.FE.Q3.ZS","","","","0.0631135776638985","","","","","","","","0.0133899813517928","","","","","",
"Chad","TCD","Females as a share of private paid employees","BI.PWK.PRVS.FE.ZS","","","","0.0915807858109474","","","","","","","","","","","","","",
"Chad","TCD","Females as a share of private paid employees by occupation (Clerks)","BI.PWK.PRVS.CK.FE.ZS","","","","","","","","","","","","0.343323886394501","","","","","",
"Chad","TCD","Females as a share of private paid employees by occupation (Elementary occupation)","BI.PWK.PRVS.EO.FE.ZS","","","","","","","","","","","","0.158219963312149","","","","","",
"Chad","TCD","Females as a share of private paid employees by occupation (Professionals)","BI.PWK.PRVS.PN.FE.ZS","","","","","","","","","","","","0.128132432699203","","","","","",
"Chad","TCD","Females as a share of private paid employees by occupation (Senior officials)","BI.PWK.PRVS.SN.FE.ZS","","","","","","","","","","","","0.11824681609869","","","","","",
"Chad","TCD","Females as a share of private paid employees by occupation (Technicians)","BI.PWK.PRVS.TN.FE.ZS","","","","","","","","","","","","0.0490981861948967","","","","","",
"Chad","TCD","Females as a share of public paid employees by occupation (Clerks)","BI.PWK.PUBS.CK.FE.ZS","","","","","","","","","","","","0.546213865280151","","","","","",
"Chad","TCD","Females as a share of public paid employees by occupation (Elementary occupation)","BI.PWK.PUBS.EO.FE.ZS","","","","","","","","","","","","0.198741033673286","","","","","",
"Chad","TCD","Females as a share of public paid employees by occupation (Professionals)","BI.PWK.PUBS.PN.FE.ZS","","","","","","","","","","","","0.191092908382416","","","","","",
"Chad","TCD","Females as a share of public paid employees by occupation (Senior officials)","BI.PWK.PUBS.SN.FE.ZS","","","","","","","","","","","","0.109892494976521","","","","","",
"Chad","TCD","Females as a share of public paid employees by occupation (Technicians)","BI.PWK.PUBS.TN.FE.ZS","","","","","","","","","","","","0","","","","","",
"Chad","TCD","Females, as a share of private paid employee by wage quintile (Quintile 1)","BI.PWK.PRVS.FE.Q1.ZS","","","","0.178924068808556","","","","","","","","0.0928354486823082","","","","","",
"Chad","TCD","Females, as a share of private paid employee by wage quintile (Quintile 2)","BI.PWK.PRVS.FE.Q2.ZS","","","","0.0853434205055237","","","","","","","","0.0591853186488152","","","","","",
"Chad","TCD","Females, as a share of private paid employee by wage quintile (Quintile 4)","BI.PWK.PRVS.FE.Q4.ZS","","","","0.0549173466861248","","","","","","","","0.0842193067073822","","","","","",
"Chad","TCD","Females, as a share of private paid employee by wage quintile (Quintile 5)","BI.PWK.PRVS.FE.Q5.ZS","","","","0.0501906387507916","","","","","","","","0.10210943967104","","","","","",
"Chad","TCD","Females, as a share of public paid employee by wage quintile (Quintile 1)","BI.PWK.PUBS.FE.Q1.ZS","","","","0.112837687134743","","","","","","","","0.179868891835213","","","","","",
"Chad","TCD","Females, as a share of public paid employee by wage quintile (Quintile 2)","BI.PWK.PUBS.FE.Q2.ZS","","","","0.220634624361992","","","","","","","","0.219060927629471","","","","","",
"Chad","TCD","Females, as a share of public paid employee by wage quintile (Quintile 3)","BI.PWK.PUBS.FE.Q3.ZS","","","","0.212604731321335","","","","","","","","0.185718163847923","","","","","",
"Chad","TCD","Females, as a share of public paid employee by wage quintile (Quintile 4)","BI.PWK.PUBS.FE.Q4.ZS","","","","0.181452795863152","","","","","","","","0.256452620029449","","","","","",
"Chad","TCD","Females, as a share of public paid employee by wage quintile (Quintile 5)","BI.PWK.PUBS.FE.Q5.ZS","","","","0.0762980282306671","","","","","","","","0.215836271643639","","","","","",
"Chad","TCD","Females, as a share of public paid employees","BI.PWK.PUBS.FE.ZS","","","","0.16410456597805","","","","","","","","0.213899150490761","","","","","",
"Chad","TCD","Individuals with no education as a share of private paid employees","BI.PWK.PRVS.NN.ZS","","","","0.373045891523361","","","","","","","","0.404181718826294","","","","","",
"Chad","TCD","Individuals with no education as a share of public paid employees","BI.PWK.PUBS.NN.ZS","","","","0.247741043567657","","","","","","","","0.241349205374718","","","","","",
"Chad","TCD","Individuals with primary education as a share of private paid employees","BI.PWK.PRVS.PR.ZS","","","","0.247378587722778","","","","","","","","0.200778856873512","","","","","",
"Chad","TCD","Individuals with primary education as a share of public paid employees","BI.PWK.PUBS.PR.ZS","","","","0.128782331943512","","","","","","","","0.1689463108778","","","","","",
"Chad","TCD","Individuals with secondary education as a share of private paid employees","BI.PWK.PRVS.SG.ZS","","","","0.300931215286255","","","","","","","","0.241952285170555","","","","","",
"Chad","TCD","Individuals with secondary education as a share of public paid employees","BI.PWK.PUBS.SG.ZS","","","","0.423309773206711","","","","","","","","0.263463586568832","","","","","",
"Chad","TCD","Individuals with tertiary education as a share of private paid employees","BI.PWK.PRVS.TT.ZS","","","","0.0786442831158638","","","","","","","","0.153087124228477","","","","","",
"Chad","TCD","Individuals with tertiary education as a share of public paid employees","BI.PWK.PUBS.TT.ZS","","","","0.20016685128212","","","","","","","","0.32624089717865","","","","","",
"Chad","TCD","Mean age of private paid employees","BI.PWK.AGES.PV.SM","","","","37.1110229492188","","","","","","","","35.2771606445313","","","","","",
"Chad","TCD","Mean age of public paid employees","BI.PWK.AGES.PB.SM","","","","41.026782989502","","","","","","","","37.9209098815918","","","","","",
"Chad","TCD","Median age of private paid employees","BI.PWK.AGES.PV.MD","","","","36","","","","","","","","34","","","","","",
"Chad","TCD","Median age of public paid employees","BI.PWK.AGES.PB.MD","","","","40","","","","","","","","36","","","","","",
"Chad","TCD","Number of employed individuals","BI.EMP.TOTL.NO","","","","7535","","","","","","","","10671","","","","","",
"Chad","TCD","Number of paid employees","BI.PWK.TOTL.NO","","","","1152","","","","","","","","2221","","","","","",
"Chad","TCD","Number of public paid employees","BI.PWK.PUBS.NO","","","","495","","","","","","","","871","","","","","",
"Chad","TCD","Pay compression ratio in private sector","BI.WAG.CPRS.PV.ZS","","","","14.6999998092651","","","","","","","","12.2857141494751","","","","","",
"Chad","TCD","Pay compression ratio in public sector","BI.WAG.CPRS.PB.ZS","","","","10.0000009536743","","","","","","","","17.5","","","","","",
"Chad","TCD","Proportion of total employees with tertiary education working in public sector","BI.EMP.TOTL.PB.TT.ZS","","","","0.673102557659149","","","","","","","","0.473670840263367","","","","","",
"Chad","TCD","Public sector employment as a share of formal employment","BI.EMP.FRML.PB.ZS","","","","0.605215311050415","","","","","","","","0.524939119815826","","","","","",
"Chad","TCD","Public sector employment as a share of paid employment","BI.EMP.PWRK.PB.ZS","","","","0.466716259717941","","","","","","","","0.419903337955475","","","","","",
"Chad","TCD","Public sector employment as a share of paid employment by gender (Female)","BI.EMP.PWRK.PB.FE.ZS","","","","0.610627412796021","","","","","","","","0.663378655910492","","","","","",
"Chad","TCD","Public sector employment as a share of paid employment by gender (Male)","BI.EMP.PWRK.PB.MA.ZS","","","","0.446076899766922","","","","","","","","0.381776303052902","","","","","",
"Chad","TCD","Public sector employment as a share of paid employment by location (Rural)","BI.EMP.PWRK.PB.RU.ZS","","","","0.620609283447266","","","","","","","","0.491379052400589","","","","","",
"Chad","TCD","Public sector employment as a share of paid employment by location (Urban)","BI.EMP.PWRK.PB.UR.ZS","","","","0.361820340156555","","","","","","","","0.380279898643494","","","","","",
"Chad","TCD","Public sector employment as a share of total employment","BI.EMP.TOTL.PB.ZS","","","","0.0353622771799564","","","","","","","","0.0445185154676437","","","","","",
"Chad","TCD","Public sector employment as a share of total employment by gender (Female)","BI.EMP.TOTL.PB.FE.ZS","","","","0.0140711413696408","","","","","","","","0.0213603340089321","","","","","",
"Chad","TCD","Public sector employment as a share of total employment by gender (Male)","BI.EMP.TOTL.PB.MA.ZS","","","","0.0503467805683613","","","","","","","","0.0612351410090923","","","","","",
"Chad","TCD","Public sector employment as a share of total employment by location (Rural)","BI.EMP.TOTL.PB.RU.ZS","","","","0.0209871493279934","","","","","","","","0.0249441582709551","","","","","",
"Chad","TCD","Public sector employment as a share of total employment by location (Urban)","BI.EMP.TOTL.PB.UR.ZS","","","","0.173891857266426","","","","","","","","0.142901346087456","","","","","",
"Chad","TCD","Public sector wage premium (compared to all private employees)","BI.WAG.PREM.PB.GP","","","","0.0974680557847023","","","","","","","","0.257344305515289","","","","","",
"Chad","TCD","Public sector wage premium (compared to formal wage employees)","BI.WAG.PREM.PB","","","","-0.0574815981090069","","","","","","","","0.0481038801372051","","","","","",
"Chad","TCD","Public sector wage premium by education level: No education (compared to formal wage employees)","BI.WAG.PREM.PB.NN","","","","0.0490649826824665","","","","","","","","-0.0498385578393936","","","","","",
"Chad","TCD","Public sector wage premium by education level: Primary education (compared to formal wage employees)","BI.WAG.PREM.PB.PR","","","","0.0392393544316292","","","","","","","","-0.356153786182404","","","","","",
"Chad","TCD","Public sector wage premium by education level: Secondary education (compared to formal wage employees)","BI.WAG.PREM.PB.SG","","","","-0.153840109705925","","","","","","","","0.243794560432434","","","","","",
"Chad","TCD","Public sector wage premium by education level: Tertiary education (compared to formal wage employees)","BI.WAG.PREM.PB.TT","","","","-0.0750154927372932","","","","","","","","0.121493116021156","","","","","",
"Chad","TCD","Public sector wage premium by occupation (Clerks) (compared to formal wage employees)","BI.WAG.PREM.PB.CK","","","","","","","","","","","","0.0369344800710678","","","","","",
"Chad","TCD","Public sector wage premium by occupation (Elementary occupation) (compared to formal wage employees)","BI.WAG.PREM.PB.EO","","","","","","","","","","","","-1.11822485923767","","","","","",
"Chad","TCD","Public sector wage premium by occupation (Professionals) (compared to formal wage employees)","BI.WAG.PREM.PB.PN","","","","","","","","","","","","0.320046484470367","","","","","",
"Chad","TCD","Public sector wage premium by occupation (Senior officials) (compared to formal wage employees)","BI.WAG.PREM.PB.SN","","","","","","","","","","","","0.374372959136963","","","","","",
"Chad","TCD","Public sector wage premium by occupation (Technicians) (compared to formal wage employees)","BI.WAG.PREM.PB.TN","","","","","","","","","","","","-0.238515838980675","","","","","",
"Chad","TCD","Public sector wage premiums by gender (Female) (compared to all private employees) (%)","BI.WAG.PREM.PB.FE","","","","0.551484942436218","","","","","","","","0.454387456178665","","","","","",
"Chad","TCD","Public sector wage premiums by gender (Male) (compared to all private employees) (%)","BI.WAG.PREM.PB.MA","","","","0.0259141623973846","","","","","","","","0.227913200855255","","","","","",
"Chad","TCD","Relative wage of Professionals in private sector (using clerk as reference)","BI.WAG.PRVS.PN","","","","","","","","","","","","0.743436455726624","","","","","",
"Chad","TCD","Relative wage of Professionals in public sector (using clerk as reference)","BI.WAG.PUBS.PN","","","","","","","","","","","","1.02496778964996","","","","","",
"Chad","TCD","Relative wage of Senior officials in private sector (using clerk as reference)","BI.WAG.PRVS.SN","","","","","","","","","","","","0.55910736322403","","","","","",
"Chad","TCD","Relative wage of Senior officials in public sector (using clerk as reference)","BI.WAG.PUBS.SN","","","","","","","","","","","","1.28607702255249","","","","","",
"Chad","TCD","Relative wage of Technicians in private sector  (using clerk as reference)","BI.WAG.PRVS.TN","","","","","","","","","","","","1.41050946712494","","","","","",
"Chad","TCD","Relative wage of Technicians in public sector (using clerk as reference)","BI.WAG.PUBS.TN","","","","","","","","","","","","1.17201209068298","","","","","",
"Chad","TCD","Rural resident as a share of public paid employees","BI.PWK.PUBS.RU.ZS","","","","0.538257360458374","","","","","","","","0.417358070611954","","","","","",
"Chad","TCD","Rural residents as a share of private paid employees","BI.PWK.PRVS.RU.ZS","","","","0.287762045860291","","","","","","","","0.312705427408218","","","","","",
"Chad","TCD","Sample size","BI.POP.TOTL.CV","","","","20244","","","","","","","","24865","","","","","",
"Chad","TCD","Share of private paid employees with a contract","BI.PWK.PRVS.CT.ZS","","","","0.432969391345978","","","","","","","","","","","","","",
"Chad","TCD","Share of private paid employees with health insurance","BI.PWK.PRVS.HS.ZS","","","","","","","","","","","","","","","","","",
"Chad","TCD","Share of private paid employees with social security","BI.PWK.PRVS.SY.ZS","","","","0.515617191791534","","","","","","","","","","","","","",
"Chad","TCD","Share of private paid employees with union membership","BI.PWK.PRVS.UM.ZS","","","","","","","","","","","","","","","","","",
"Chad","TCD","Share of public paid employees with a contract","BI.PWK.PUBS.CT.ZS","","","","0.857525587081909","","","","","","","","","","","","","",
"Chad","TCD","Share of public paid employees with health insurance","BI.PWK.PUBS.HS.ZS","","","","","","","","","","","","","","","","","",
"Chad","TCD","Share of public paid employees with social security","BI.PWK.PUBS.SY.ZS","","","","0.969644963741302","","","","","","","","","","","","","",
"Chad","TCD","Share of public paid employees with union membership","BI.PWK.PUBS.UM.ZS","","","","","","","","","","","","","","","","","",
"Chad","TCD","Wage bill as a percentage of GDP","BI.WAG.TOTL.GD.ZS","","","","","","","","","","","","4.362674","","","","","",
"Chad","TCD","Wage bill as a percentage of Public Expenditure","BI.WAG.TOTL.PB.ZS","","","","","","","","","","","","19.48231","","","","","",
"Chile","CHL","Female to male wage ratio in the private sector (using mean)","BI.WAG.PRVS.FM.SM","0.763410985469818","","","0.781012833118439","","","0.775711834430695","","","0.783436059951782","","0.762946128845215","","0.744975924491882","","","",
"Chile","CHL","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD","0.810810804367065","","","0.799999952316284","","","0.795454561710358","","","0.899999976158142","","0.789171993732452","","0.766666650772095","","","",
"Chile","CHL","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM","0.786570489406586","","","0.80247837305069","","","0.861745893955231","","","0.918600499629974","","0.764921426773071","","0.807606637477875","","","",
"Chile","CHL","Female to male wage ratio in the public sector (using median)","BI.WAG.PUBS.FM.MD","0.833333313465118","","","0.814814805984497","","","0.892857193946838","","","0.857142865657806","","0.81081086397171","","0.838679850101471","","","",
"Chile","CHL","Females as a share of private paid employee by wage quintile (Quintile 3)","BI.PWK.PRVS.FE.Q3.ZS","0.351894438266754","","","0.339605689048767","","","0.361238300800323","","","0.366504341363907","","0.388731777667999","","0.397483050823212","","","",
"Chile","CHL","Females as a share of private paid employees","BI.PWK.PRVS.FE.ZS","0.375444561243057","","","0.37488004565239","","","0.393560498952866","","","0.391289383172989","","0.416615128517151","","0.425979763269424","","","",
"Chile","CHL","Females as a share of private paid employees by occupation (Clerks)","BI.PWK.PRVS.CK.FE.ZS","","","","","","","","","","","","","","","","","",
"Chile","CHL","Females as a share of private paid employees by occupation (Elementary occupation)","BI.PWK.PRVS.EO.FE.ZS","","","","","","","","","","","","","","","","","",
"Chile","CHL","Females as a share of private paid employees by occupation (Professionals)","BI.PWK.PRVS.PN.FE.ZS","","","","","","","","","","","","","","","","","",
"Chile","CHL","Females as a share of private paid employees by occupation (Senior officials)","BI.PWK.PRVS.SN.FE.ZS","","","","","","","","","","","","","","","","","",
"Chile","CHL","Females as a share of private paid employees by occupation (Technicians)","BI.PWK.PRVS.TN.FE.ZS","","","","","","","","","","","","","","","","","",
